"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation"
"409","F. Dele-Bashiru","Sheffield Wednesday","Sheffield Wednesday","England League One","2021/22","RCMF","LCMF",NA,21,300000,"2023-06-30",21,1361,1,1.95,1,0.76,20.63,48.08,"England","England, Nigeria","right",176,70,"no",5.36,4.36,77.27,2.71,43.9,0,0,0.07,1.98,3.15,0.79,0,0,0,0,2.84,0.07,1,0.07,0.13,0,0,17,1.12,23.53,5.882,0.07,0.86,30.77,0.2,0,0.66,40,0.2,4.1,53.23,10.25,38.06,2.12,2.25,0.86,13.36,0.46,0.79,24.53,87.87,4.17,76.19,6.81,96.12,7.94,90,23.34,90.37,0.33,60,14.29,4.67,0.05,0.6,0,0.07,0.26,50,0.4,2.18,81.82,0.66,70,0.2,33.33,0.46,0.26,1.52,82.61,0,NA,0,NA,0,0,0,0,NA,NA,0.2,NA,NA,0,0,0,0,0,0,"CM2",2.18243,0.538461538461539,0.13,21.554511,3.368972,1.255672,0.263536,0.264622,0.462,22.011143379084
"410","L. Cullen","Lincoln City","Lincoln City","England League One","2021/22","AMF","CF","RW",22,300000,"2024-06-30",16,841,1,2.35,0,1.19,23.12,36.57,"Wales","Wales","left",178,63,"yes",5.89,5.24,53.06,5.46,29.41,0.43,0.63,0.21,2.68,3.93,1.39,2,0.21,0,0,2.46,0.11,1,0.11,0.25,0,0,17,1.82,58.82,5.882,0,1.61,20,1.18,18.18,0.43,25,0.21,1.5,57.14,7.6,36.62,3.75,0.64,0.43,13.91,1.93,0.86,22.58,70.14,5.89,43.64,6.85,93.75,5.35,64,20.12,76.06,0.96,22.22,13.82,16.31,0.13,0.75,0.11,0.11,0.75,28.57,0.32,2.14,40,2.03,52.63,0.64,16.67,1.07,0.32,2.89,55.56,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.11,0,0,"CAM",0.8571,0.44,0.214275,15.837612,2.780344,1.605684,1.070524,0.322,1.068389,30.878001692962
"411","A. Pierre","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","LCB",NA,NA,29,300000,"2022-06-30",23,1480,0,0.67,0,0.09,21.41,58.24,"England","England, Grenada","left",185,88,"no",9.3,5.84,76.04,8.09,54.14,0.24,0.32,0.24,4.62,6.1,1.03,3,0.18,0,0,0.55,0,0,0,0.04,0,0,6,0.36,50,0,0,0.12,50,0.12,50,0,0,0.06,0.49,50,1.82,36.67,0.79,0.36,0.18,9.12,0.06,0.73,20.13,70.39,10.76,58.19,1.46,100,6.2,88.24,14.96,76.83,5.05,51.81,23.78,33.16,0.01,0.18,0,0,0.06,100,0,4.26,45.71,0.43,57.14,0.3,40,0.3,0.06,5.23,55.81,0,NA,0,NA,0,0,0,0,NA,NA,1.22,NA,NA,0,0,0,0,0,0,"CB",0.245,0,0.06,14.169507,4.440736,2.918863,0.18,0.06,0.245702,4.715351137516
"412","K. Hemmings","Burton Albion","Burton Albion","England League One","2021/22","CF","AMF",NA,30,275000,"2022-06-30",18,1067,4,2.26,1,0.85,31.72,34.84,"England","England","right",186,78,"no",4.3,5.06,50,8.94,43.4,0.17,0.24,0.08,1.6,2.33,2.36,5,0.42,0,0,2.61,0.34,4,0.34,0.19,0,0,23,1.94,34.78,17.391,0.08,1.43,23.53,1.18,21.43,0.25,33.33,0.25,2.61,51.61,10.37,27.64,3.46,1.01,0.67,10.88,1.77,0.51,17.88,77.83,3.04,69.44,6.24,91.89,4.64,63.64,16.11,83.25,0.51,50,17.81,12.47,0.07,0.51,0,0,0.51,50,0.17,1.1,69.23,1.18,50,0.42,60,0.67,0.34,1.94,73.91,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.347021,1.78947368421053,0.255,13.916004,2.53,1.433854,0.674732,0.336479,0.59,18.987144639838
"413","B. Morris","Burton Albion","Burton Albion","England League One","2021/22","LCMF","RCMF","RDMF",25,250000,"2023-06-30",7,387,0,0.21,0,0.41,18.37,53.16,"England","England","right",182,71,"no",10,6.28,59.26,6.51,53.57,0.7,0.96,0.23,5.58,7.66,0.93,0,0,0,0,0.7,0,0,0,0.05,0,0,7,1.63,0,0,0,1.16,40,0.23,0,0.93,50,0,0.23,100,2.33,50,0.47,0.7,0.23,22.79,0.23,0.7,36.74,83.54,11.86,70.59,4.42,100,14.65,92.06,31.16,88.06,4.42,63.16,20.13,23.79,0.1,0.93,0,0,0.23,0,0.23,7.21,74.19,1.63,71.43,0.93,50,1.16,0.47,7.91,76.47,0,NA,0,NA,0,0,0,0,NA,NA,0.47,NA,NA,0.23,0.23,0,0.7,0,0,"CM2",0.23,0,0,30.692596,3.721528,6.048777,0,0.464,1.164309,28.045923273522
"414","P. Downing","Portsmouth","Portsmouth","England League One","2021/22","RCB",NA,NA,30,250000,"2022-06-30",2,75,0,0,0,0,40.8,55.88,"England","England","right",188,79,"no",10.8,8.4,100,18,60,1.2,2,0,1.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,66,78.18,22.8,63.16,2.4,100,34.8,89.66,55.2,84.78,10.8,44.44,19.93,24.07,0,0,0,0,0,0,0,12,50,3.6,33.33,2.4,50,1.2,0,13.2,45.45,0,NA,0,NA,0,0,0,0,NA,NA,2.4,NA,NA,0,0,0,0,0,0,"CB",0,NA,0,51.5988,8.4,5.9994,0,0,1.19988,22.04103138504
"415","K. Ramsay","Crewe Alexandra","Crewe Alexandra","England League One","2021/22","RB","RWB",NA,21,250000,"2023-06-30",15,1214,0,0.28,0,0.12,23.87,57.45,"England","England","right",179,66,"yes",12.38,7.71,75,5.56,46.67,1.93,2.89,0.37,4.67,7,0.59,4,0.3,0,0,3.26,0,0,0,0.02,0,0,8,0.59,25,0,0,1.63,31.82,0,0,1.63,31.82,0.37,3.56,66.67,7.27,54.08,0.67,2.22,1.26,24.46,1.48,0.82,35.73,77.18,12.75,65.12,6.08,96.34,11.27,82.24,29.51,84.17,4.67,49.21,19.37,37.85,0.01,0.37,0.07,0,0.59,37.5,0.15,4.37,67.8,2.22,40,0.59,25,0.67,0.67,8.01,56.48,0,NA,0,NA,0,0,0,0,NA,NA,0.37,NA,NA,0,0,0,0,0,0,"FB",2.373452,0,0.22125,27.576414,5.7825,4.524048,0.1475,0.518666,0.888,19.761677488852
"416","N. Delfouneso","Bolton Wanderers","Bolton Wanderers","England League One","2021/22","RCMF","RAMF","CF",30,250000,"2022-06-30",11,293,0,0.33,0,0.02,19.04,43.55,"England","England, Nigeria","right",186,78,"no",7.06,5.84,52.63,3.99,23.08,0,0,0.31,3.99,7.09,1.84,0,0,0,0,1.23,0,0,0,0.1,0,0,1,0.31,0,0,0,1.54,0,0,0,1.54,0,0.61,1.23,100,6.14,60,0.92,0.92,0.31,11.06,1.23,0.31,23.04,84,3.38,54.55,7.37,100,7.68,84,20.58,91.04,0.92,66.67,11.68,2.78,0.01,0.61,0,0,0.31,0,0,2.15,57.14,0.61,0,0,0,0,0,1.23,75,0,NA,0,NA,0,0,0,0,NA,NA,0.31,NA,NA,0,0,0,0,0,0,"CM2",1.23,0,0,19.3536,3.073592,0.9225,0,0,0,0.41821737
"417","Alex Gorrin","Oxford United","Oxford United","England League One","2021/22","DMF","LDMF",NA,28,250000,"",13,987,0,0.81,0,0.19,19.6,49.77,"Spain","Spain","right",184,78,"no",11.95,7.66,64.29,4.92,44.44,0.09,0.15,0.46,6.93,11.23,1.28,4,0.36,0,0,0.46,0,0,0,0.07,0,0,7,0.64,0,0,0,0.18,0,0,0,0.18,0,0.09,0.73,50,2.64,34.48,0.64,0.46,0.18,26.26,0.18,0.46,41.58,83.55,13.4,67.35,8.3,96.7,15.5,89.41,37.75,87.44,3.65,47.5,18.22,33.8,0.02,0.27,0,0,0.18,50,0,5.11,62.5,0.82,33.33,0.46,20,0.18,0,6.66,56.16,0,NA,0,NA,0,0,0,0,NA,NA,1,NA,NA,0,0,0,0,0,0,"CDM",0.365,0,0.09,34.74009,4.924614,3.740256,0,0,0.273306,6.115070622148
"418","S. Kaikai","Wycombe Wanderers","Wycombe Wanderers","England League One","2021/22","AMF","RWB","LWF",26,250000,"2023-06-30",16,827,2,0.72,5,1.43,21,37.82,"England","England, Sierra Leone","right",182,70,"no",5.44,4.79,54.55,3.81,28.57,0.22,0.31,0,2.61,3.77,1.63,1,0.11,0,0,2.94,0.22,2,0.22,0.08,1,0.11,15,1.63,26.67,13.333,0.54,2.18,20,0.76,28.57,1.41,15.38,0.22,4.14,50,8.16,38.67,2.39,1.74,0.33,10.34,0.65,1.2,18.39,67.46,4.79,52.27,4.79,90.91,4.57,73.81,15.45,75.35,0.76,42.86,18.95,14.34,0.16,1.2,0,0,0,0,0.44,2.18,55,1.41,38.46,0,0,0.54,0.54,2.61,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.22,NA,NA,0.54,0,0,1.85,0,0,"CAM",2.07,2.75,0,12.405894,2.612945,1.740087,0.434721,0.436,0.542286,27.347275186988
"419","L. Isgrove","Bolton Wanderers","Bolton Wanderers","England League One","2021/22","RAMF","RB","RW",29,250000,"2023-06-30",18,1188,0,0.86,0,1.96,20.15,40.6,"England","England, Wales","right",178,72,"no",6.21,5.15,54.41,3.56,27.66,0.61,1.09,0.08,2.8,5.05,0.83,1,0.08,0,0,4.09,0,0,0,0.06,0,0,12,0.91,25,0,0,4.7,25.81,0.23,66.67,4.47,23.73,1.06,4.39,51.72,7.95,44.76,2.65,2.8,1.59,26.89,1.97,0.98,36.89,74.13,12.65,67.07,5.38,90.14,12.5,76.97,29.39,85.05,2.88,39.47,18.42,27.88,0.15,1.44,0.15,0.08,0.68,55.56,0.91,5.15,73.53,4.92,53.85,0.83,27.27,1.52,1.36,8.48,83.04,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.15,0,0,1.29,0,0,"Winger",2.270508,0,0.377808,27.346557,2.802115,7.041792,0.2275,1.21307,2.64942,70.068716168916
"420","B. Watson","Charlton Athletic","Charlton Athletic","England League One","2021/22","RCMF","LDMF","RDMF",36,250000,"2022-06-30",9,646,0,0.18,0,0.1,13.79,56.57,"England","England","right",178,69,"no",10.59,7.66,60,2.23,62.5,1.11,1.49,0.7,4.88,6.52,1.39,1,0.14,0,0,0.42,0,0,0,0.02,0,0,2,0.28,0,0,0,0.28,0,0,0,0.28,0,0,0.42,100,1.53,54.55,0.84,0.7,0.14,28.28,0.42,0.84,45.28,88.62,13.93,78,8.36,95,16.86,92.56,41.24,91.22,3.76,66.67,20.4,41.69,0.01,0.14,0,0,0.14,0,0,5.99,83.72,1.11,25,0.42,0,0.14,0,7.8,75,0,NA,0,NA,0,0,0,0,NA,NA,1.39,NA,NA,0.14,0,0,0.56,0,0,"CM2",0.42,0,0,40.127136,4.596,5.85,0,0,0.2775,4.815461745
"421","D. Gape","Wycombe Wanderers","Wycombe Wanderers","England League One","2021/22","LCMF","RCMF",NA,27,250000,"2022-06-30",6,339,0,0.12,1,0.16,18.58,45.71,"England","England","right",180,70,"no",8.5,7.7,55.17,6.37,29.17,0,0,0,4.25,7.06,2.12,1,0.27,0,0,0.27,0,0,0,0.03,0,0,3,0.8,0,0,0.27,0.53,50,0,0,0.53,50,0,0,0,1.33,60,1.06,0.27,0.27,6.37,0.53,1.59,21.24,55,11.15,45.24,3.45,92.31,3.72,57.14,16.99,57.81,3.72,42.86,17.67,25.91,0.04,0.53,0,0,0,0,0.27,5.58,33.33,1.86,71.43,0,0,1.06,0.27,5.58,52.38,0,NA,0,NA,0,0,0,0,NA,NA,0.53,NA,NA,0,0,0,0,0,0,"CM2",0,0,0,11.682,4.24809,2.922804,0,0.265,1.328598,22.300207301884
"422","T. Pearce","Wigan Athletic","Wigan Athletic","England League One","2021/22","LB","LWB",NA,23,250000,"2022-06-30",12,744,0,0.15,2,0.4,15.85,56.49,"England","England","left",185,70,"no",9.07,6.65,60,3.27,33.33,0.24,0.35,0.36,4.84,6.94,0.85,1,0.12,0,0,3.99,0,0,0,0.02,0,0,4,0.48,25,0,0.24,4.6,36.84,4.35,36.11,0.24,50,0.48,2.42,90,3.99,69.7,0.6,1.57,1.33,18.75,0.97,1.33,31.33,64.86,15.12,53.6,3.87,96.88,8.35,69.57,20.2,80.84,7.14,38.98,22.32,31.21,0.05,0.48,0,0,0,0,0.36,5.44,51.11,3.02,36,0.73,0,0,1.09,8.95,66.22,0,NA,0,NA,0,0,0,0,NA,NA,0.24,NA,NA,0.36,0,0,0.85,0,0,"FB",2.178,0,0,20.320638,3.99,5.92669,0.12,1.69464,1.0872,34.71827257768
"423","J. Mousinho","Oxford United","Oxford United","England League One","2021/22","CB","RCB",NA,35,250000,"2023-06-30",6,163,0,0,0,0,16.56,63.33,"England","England, Portugal","right",186,79,"no",10.49,3.87,100,7.73,42.86,0,0,1.1,6.63,10.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,66.67,0,0,0,12.7,0,1.1,28.71,78.85,15.46,71.43,1.1,100,9.39,94.12,25.4,80.43,3.31,66.67,13.65,12.88,0,0,0,0,0,0,0,2.21,50,0,0,0,0,0,0,6.07,36.36,0,NA,0,NA,0,0,0,0,NA,NA,1.1,NA,NA,0,0,0,0,0,0,"CB",0,NA,0,22.637835,3.87,2.207052,0,0,0,0
"424","A. Williams","Cheltenham Town","Cheltenham Town","England League One","2021/22","CF",NA,NA,35,250000,"",22,917,4,4.37,1,0.46,31.7,29.72,"England","England","right",188,78,"no",4.51,3.04,61.29,12.46,31.5,0,0,0,2.65,3.57,1.08,2,0.2,0,0,1.37,0.39,4,0.39,0.43,2,0.2,20,1.96,40,20,0.1,0.2,100,0,0,0.2,100,0,1.77,16.67,7.56,19.48,2.94,0.49,0.29,9.62,2.55,0.98,13.94,57.75,4.91,22,2.26,82.61,3.63,75.68,12.46,61.42,1.28,15.38,17.61,15.55,0.05,0.49,0,0,0.29,33.33,0.39,1.67,29.41,0.88,55.56,0.49,40,0.39,0.2,1.77,33.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.295059,0.906976744186047,0.096657,8.05035,1.863216,0.589941,0.784,0.2,0.488928,22.819285844688
"425","B. Reeves","Gillingham","Gillingham","England League One","2021/22","AMF","LWF","LCMF",30,250000,"",16,683,1,0.83,0,0.59,13.44,44.12,"England","England, Northern Ireland","left",172,66,"no",5.14,3.16,62.5,4.08,38.71,0.13,0.17,0.4,3.03,3.92,0.79,2,0.26,0,0,1.45,0.13,1,0.13,0.11,0,0,14,1.84,28.57,7.143,0,1.32,20,0.26,50,1.05,12.5,0.26,2.11,25,4.61,37.14,1.19,0.53,0.13,15.15,0.13,0.79,25.56,78.35,6.72,58.82,6.46,95.92,7.25,81.82,21.35,85.19,2.9,54.55,21,26.06,0.08,0.79,0,0.13,0.26,50,0.26,3.29,56,1.45,36.36,0.79,33.33,0.53,0.26,4.08,64.52,0,NA,0,NA,0,0,0,0,NA,NA,0.4,NA,NA,1.19,0,0,2.5,0,0,"CAM",0.5275,1.18181818181818,0.13,20.02626,1.975,2.632416,0.525688,0.264,0.52722,22.35576343476
"426","S. Humphrys","Wigan Athletic","Wigan Athletic","England League One","2021/22","CF",NA,NA,24,250000,"2024-06-30",34,1335,5,4.44,1,1.31,31.48,37.26,"England","England","right",185,91,"no",4.65,3.98,64.41,8.9,33.33,0.13,0.22,0.13,1.96,3.15,1.35,1,0.07,0,0,4.25,0.34,5,0.34,0.3,1,0.07,42,2.83,33.33,11.905,0.07,1.21,11.11,0.4,0,0.81,16.67,0.4,5.66,53.57,13.15,33.33,3.24,2.09,1.35,8.02,2.22,1.08,12.67,71.81,2.43,52.78,4.04,93.33,3.44,60.78,11.33,78.57,0.13,50,13.07,2.54,0.09,0.4,0.07,0,0.2,66.67,0.13,0.88,61.54,1.01,26.67,0.2,66.67,0.4,0,0.74,63.64,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.13,0.07,0,0.13,0,0,"CF",3.032062,1.13333333333333,0.13334,9.098327,2.563518,0.470936,0.943239,0.134431,0.269367,12.853558396948
"427","K. Kesler","Milton Keynes Dons","Milton Keynes Dons","England League One","2021/22","RWB","LWB",NA,19,250000,"2026-06-30",11,820,1,1.01,1,0.71,19.21,45.71,"England","England","right",175,62,"yes",6.8,5.6,49.02,3.51,50,0.11,0.15,0.11,3.95,5.54,0.99,0,0,0,0,3.29,0.11,1,0.11,0.11,0,0,11,1.21,36.36,9.091,0.11,2.41,59.09,0.11,100,2.3,57.14,0,3.4,41.94,6.7,42.62,1.76,1.32,0.44,24.91,2.96,0.88,32.27,79.25,8.45,59.74,8.78,98.75,8.89,79.01,27.44,84.8,2.52,39.13,15.99,28.96,0.08,0.44,0.11,0,0.33,0,0.55,2.74,60,2.3,57.14,0.22,0,0.33,1.32,5.49,64,0,NA,0,NA,0,0,0,0,NA,NA,0.66,NA,NA,0,0,0,0,0,0,"WB",1.42596,1,0,25.573975,2.74512,3.5136,0.439956,1.424069,1.31422,39.860636822578
"428","A. Wildig","Morecambe","Morecambe","England League One","2021/22","LCMF",NA,NA,29,250000,"",19,1235,2,1.62,3,1.41,14.06,43.01,"England","England, Wales","right",175,73,"no",7.29,4.96,64.71,2.48,26.47,1.02,1.31,0.36,3.06,3.93,0.73,2,0.15,0,0,1.53,0.15,2,0.15,0.12,1,0.07,17,1.24,23.53,11.765,0.22,0.95,38.46,0.8,36.36,0.15,50,0.07,0.87,58.33,3.64,28,1.75,0.51,0.22,16.25,0.58,0.51,26.31,81.44,7.51,74.76,5.68,92.31,8.53,83.76,23.54,86.07,1.89,42.31,16.02,21.26,0.1,0.95,0.15,0,0.8,45.45,0.36,4.23,68.97,1.46,65,0.8,27.27,0.95,0.36,5.1,75.71,0,NA,0,NA,0,0,0,0,NA,NA,0.29,NA,NA,0.58,0,0,0.87,0,0,"CM2",0.507471,1.25,0.3636,21.426864,3.209616,3.86121,0.291772,0.36537,0.949,32.17438542634
"429","R. Leak","Burton Albion","Burton Albion","England League One","2021/22","LCB","CB",NA,24,250000,"2023-06-30",16,1428,0,2.92,0,0,19.54,59.68,"England","England, Wales","right",191,82,"no",10.4,5.99,72.63,8.45,58.96,0.19,0.27,0.69,5.86,8.51,0.82,1,0.06,0,0,0.44,0,0,0,0.18,0,0,10,0.63,30,0,0,0,0,0,0,0,0,0,0.32,80,0.88,42.86,1.51,0.13,0.06,14.81,0.13,0.38,31.58,81.04,14.81,71.06,2.02,100,12.04,92.15,25.53,85.43,6.05,62.5,22.37,35.22,0,0,0.06,0,0,0,0,3.53,51.79,0.57,0,0.19,0,0.13,0,5.86,65.59,0,NA,0,NA,0,0,0,0,NA,NA,1.39,NA,NA,0,0,0,0,0,0,"CB",0.256,0,0,25.592432,4.350537,3.843574,0.189,0,0,0.98513746
"430","M. Sanders","Lincoln City","Lincoln City","England League One","2021/22","LDMF","LCMF","RCMF",23,250000,"2023-06-30",15,590,0,0.46,0,0.06,16.93,50.45,"England","England","right",178,72,"no",10.22,6.56,65.12,2.14,35.71,0.31,0.44,0.61,5.64,8.22,1.07,0,0,0,0,1.83,0,0,0,0.07,0,0,6,0.92,16.67,0,0,0.76,0,0.31,0,0.46,0,0,2.44,68.75,4.58,43.33,0.61,2.44,1.83,24.25,0.15,0.61,37.37,89.39,9.46,82.26,4.27,100,18.31,89.17,33.25,93.58,3.66,62.5,18.52,34.32,0.01,0.46,0,0,0.15,0,0,8.39,83.64,1.07,42.86,0,0,0.15,0.15,5.95,82.05,0,NA,0,NA,0,0,0,0,NA,NA,0.31,NA,NA,0,0,0,0,0,0,"CDM2",1.6775,0,0,33.405043,4.271872,4.881975,0.153364,0,0.458602,4.086326205716
"431","D. Osei-Yaw","AFC Wimbledon","AFC Wimbledon","England League One","2021/22","CF",NA,NA,23,250000,"2022-06-30",3,95,0,0.11,0,0.13,30.32,25,"France","France, Ghana","right",187,80,"no",7.58,2.84,66.67,8.53,44.44,0.95,1.58,0,4.74,7.89,0.95,0,0,0,0,0.95,0,0,0,0.11,0,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0.95,0,10.42,9.09,3.79,0.95,0.95,9.47,2.84,0.95,18,78.95,6.63,71.43,0.95,0,3.79,100,18,78.95,0,0,11.7,0,0.12,1.89,0,0,0.95,100,0.95,0,0,0.95,100,0.95,100,1.89,0,1.89,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0,0,0.95,14.211,1.893428,1.89,0,0,0.95,55.46317239
"432","N. Freeman","Wycombe Wanderers","Wycombe Wanderers","England League One","2021/22","RWB","AMF",NA,25,200000,"2022-06-30",3,107,0,0.05,0,0,18.5,45.45,"England","England","right",180,78,"no",8.41,3.36,75,2.52,0,0.84,1.2,0,5.05,7.2,0,0,0,0,0,2.52,0,0,0,0.04,0,0,1,0.84,0,0,0,0.84,0,0,0,0.84,0,0,4.21,60,10.09,50,0,2.52,0,6.73,1.68,0.84,13.46,68.75,7.57,66.67,1.68,100,2.52,66.67,11.78,78.57,0.84,0,13.63,21.03,0,0,0,0,0,0,0,4.21,40,0.84,0,0,0,0,0,3.36,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"WB",2.526,0,0,9.25375,2.52,3.36,0,0,0,0
"433","J. Hanson","Oxford United","Oxford United","England League One","2021/22","RB",NA,NA,26,200000,"2022-06-30",2,179,0,0,0,0.27,17.09,61.76,"England","England","right",180,70,"no",10.56,6.03,58.33,4.53,55.56,1.01,1.62,0.5,6.03,9.73,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,1.01,50,0,0,1.01,50,0.5,2.01,75,3.52,71.43,0.5,2.51,1.51,26.65,0.5,1.51,41.73,68.67,20.11,47.5,6.03,83.33,14.08,89.29,36.2,76.39,5.03,20,22.1,52.69,0.14,0.5,0,0,0,0,0.5,9.55,42.11,1.01,50,0,0,1.01,0.5,8.55,47.06,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"FB",1.5075,NA,0,28.655991,3.517299,4.02363,0,0.505,0.505,28.48631758
"434","A. Amadi-Holloway","Burton Albion","Burton Albion","England League One","2021/22","CF",NA,NA,28,200000,"2022-06-30",6,273,0,0.3,0,0.16,42.2,29.69,"Wales","Wales, Nigeria","right",188,83,"no",4.29,3.96,41.67,14.51,38.64,0.33,0.49,0,2.31,3.44,1.32,0,0,0,0,1.65,0,0,0,0.1,0,0,3,0.99,66.67,0,0,0.66,50,0.33,100,0,0,0.33,1.98,33.33,11.54,17.14,1.98,0.33,0,11.54,3.3,0.66,19.45,66.1,6.92,38.1,4.29,100,5.27,62.5,16.48,72,2.31,28.57,11.78,12.78,0.05,0.33,0,0,0,0,0.33,2.64,25,0.99,0,0.33,0,0,0.33,2.31,71.43,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.659934,0,0,12.85645,1.650132,1.650033,0.660033,0.33,0,16.05611034
"435","D. Adshead","Gillingham","Gillingham","England League One","2021/22","DMF","RDMF","RCMF",20,200000,"2022-05-31",15,892,0,0.34,0,0.46,20.18,52,"England","England","right",179,66,"yes",11.7,9.79,59.79,1.61,43.75,0.81,1.02,0.2,5.04,6.38,1.01,1,0.1,0,0,0.5,0,0,0,0.03,0,0,7,0.71,0,0,0,0.71,14.29,0,0,0.71,14.29,0.2,1.01,30,3.63,44.44,0.4,0.5,0.3,14.63,0,1.21,30.17,81.61,10.9,69.44,3.53,94.29,10.39,89.32,26.84,85.71,2.72,59.26,17.5,29.88,0.05,0.4,0,0.1,0.2,50,0,5.35,67.92,1.01,60,0.4,50,0.5,0.1,4.24,69.05,0,NA,0,NA,0,0,0,0,NA,NA,0.5,NA,NA,0,0,0,0.5,0,0,"CDM",0.303,0,0.1,24.621737,5.853441,2.92772,0,0.101459,0.606,10.313563253398
"436","N. Huggins","Sunderland","Sunderland","England League One","2021/22","LB",NA,NA,20,200000,"2025-06-30",2,129,0,0,0,0,20.93,43.33,"England","England, Wales","right",173,64,"no",6.28,4.19,50,3.49,0,0,0,0,4.19,6.21,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,0,0,0,0,6.28,44.44,9.77,42.86,0,2.79,1.4,43.95,2.79,1.4,55.12,81.01,17.44,68,13.26,84.21,18.14,88.46,43.95,88.89,10.47,53.33,19.76,29.99,0,0,0,0,0,0,0,9.07,69.23,2.09,100,0,0,2.09,0,9.77,71.43,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"FB",2.790832,NA,0,44.652712,2.095,6.978711,0,0,2.09,16.71677722
